/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-1-cpg-resolved.bin	tc1_flow2	CWE81_XSS_Error_Message__Servlet_File_01.java	123	CWE81_XSS_Error_Message__Servlet_File_01.java	131
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-2-cpg-resolved.bin	tc2_flow2	CWE81_XSS_Error_Message__Servlet_File_02.java	132	CWE81_XSS_Error_Message__Servlet_File_02.java	142
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-2-cpg-resolved.bin	tc2_flow3	CWE81_XSS_Error_Message__Servlet_File_02.java	154	CWE81_XSS_Error_Message__Servlet_File_02.java	169
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-3-cpg-resolved.bin	tc3_flow2	CWE81_XSS_Error_Message__Servlet_File_03.java	132	CWE81_XSS_Error_Message__Servlet_File_03.java	142
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-3-cpg-resolved.bin	tc3_flow3	CWE81_XSS_Error_Message__Servlet_File_03.java	154	CWE81_XSS_Error_Message__Servlet_File_03.java	169
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-4-cpg-resolved.bin	tc4_flow2	CWE81_XSS_Error_Message__Servlet_File_04.java	139	CWE81_XSS_Error_Message__Servlet_File_04.java	149
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-4-cpg-resolved.bin	tc4_flow3	CWE81_XSS_Error_Message__Servlet_File_04.java	161	CWE81_XSS_Error_Message__Servlet_File_04.java	176
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-5-cpg-resolved.bin	tc5_flow2	CWE81_XSS_Error_Message__Servlet_File_05.java	139	CWE81_XSS_Error_Message__Servlet_File_05.java	149
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-5-cpg-resolved.bin	tc5_flow3	CWE81_XSS_Error_Message__Servlet_File_05.java	161	CWE81_XSS_Error_Message__Servlet_File_05.java	176
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-6-cpg-resolved.bin	tc6_flow2	CWE81_XSS_Error_Message__Servlet_File_06.java	138	CWE81_XSS_Error_Message__Servlet_File_06.java	148
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-6-cpg-resolved.bin	tc6_flow3	CWE81_XSS_Error_Message__Servlet_File_06.java	160	CWE81_XSS_Error_Message__Servlet_File_06.java	175
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-7-cpg-resolved.bin	tc7_flow2	CWE81_XSS_Error_Message__Servlet_File_07.java	138	CWE81_XSS_Error_Message__Servlet_File_07.java	148
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-7-cpg-resolved.bin	tc7_flow3	CWE81_XSS_Error_Message__Servlet_File_07.java	160	CWE81_XSS_Error_Message__Servlet_File_07.java	175
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-8-cpg-resolved.bin	tc8_flow2	CWE81_XSS_Error_Message__Servlet_File_08.java	146	CWE81_XSS_Error_Message__Servlet_File_08.java	156
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-8-cpg-resolved.bin	tc8_flow3	CWE81_XSS_Error_Message__Servlet_File_08.java	168	CWE81_XSS_Error_Message__Servlet_File_08.java	183
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-9-cpg-resolved.bin	tc9_flow2	CWE81_XSS_Error_Message__Servlet_File_09.java	132	CWE81_XSS_Error_Message__Servlet_File_09.java	142
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-9-cpg-resolved.bin	tc9_flow3	CWE81_XSS_Error_Message__Servlet_File_09.java	154	CWE81_XSS_Error_Message__Servlet_File_09.java	169
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-10-cpg-resolved.bin	tc10_flow2	CWE81_XSS_Error_Message__Servlet_File_10.java	132	CWE81_XSS_Error_Message__Servlet_File_10.java	142
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-10-cpg-resolved.bin	tc10_flow3	CWE81_XSS_Error_Message__Servlet_File_10.java	154	CWE81_XSS_Error_Message__Servlet_File_10.java	169
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-11-cpg-resolved.bin	tc11_flow2	CWE81_XSS_Error_Message__Servlet_File_11.java	132	CWE81_XSS_Error_Message__Servlet_File_11.java	142
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-11-cpg-resolved.bin	tc11_flow3	CWE81_XSS_Error_Message__Servlet_File_11.java	154	CWE81_XSS_Error_Message__Servlet_File_11.java	169
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-12-cpg-resolved.bin	tc12_flow2	CWE81_XSS_Error_Message__Servlet_File_12.java	127	CWE81_XSS_Error_Message__Servlet_File_12.java	143
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-13-cpg-resolved.bin	tc13_flow2	CWE81_XSS_Error_Message__Servlet_File_13.java	132	CWE81_XSS_Error_Message__Servlet_File_13.java	142
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-13-cpg-resolved.bin	tc13_flow3	CWE81_XSS_Error_Message__Servlet_File_13.java	154	CWE81_XSS_Error_Message__Servlet_File_13.java	169
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-14-cpg-resolved.bin	tc14_flow2	CWE81_XSS_Error_Message__Servlet_File_14.java	132	CWE81_XSS_Error_Message__Servlet_File_14.java	142
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-14-cpg-resolved.bin	tc14_flow3	CWE81_XSS_Error_Message__Servlet_File_14.java	154	CWE81_XSS_Error_Message__Servlet_File_14.java	169
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-15-cpg-resolved.bin	tc15_flow2	CWE81_XSS_Error_Message__Servlet_File_15.java	134	CWE81_XSS_Error_Message__Servlet_File_15.java	144
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-15-cpg-resolved.bin	tc15_flow3	CWE81_XSS_Error_Message__Servlet_File_15.java	158	CWE81_XSS_Error_Message__Servlet_File_15.java	173
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-16-cpg-resolved.bin	tc16_flow2	CWE81_XSS_Error_Message__Servlet_File_16.java	122	CWE81_XSS_Error_Message__Servlet_File_16.java	132
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-17-cpg-resolved.bin	tc17_flow2	CWE81_XSS_Error_Message__Servlet_File_17.java	121	CWE81_XSS_Error_Message__Servlet_File_17.java	131
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-18-cpg-resolved.bin	tc18_flow2	CWE81_XSS_Error_Message__Servlet_File_21.java	175	CWE81_XSS_Error_Message__Servlet_File_21.java	156
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-18-cpg-resolved.bin	tc18_flow3	CWE81_XSS_Error_Message__Servlet_File_21.java	208	CWE81_XSS_Error_Message__Servlet_File_21.java	196
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe81_cpg/cwe81-19-cpg-resolved.bin	tc19_flow2	CWE81_XSS_Error_Message__Servlet_File_22b.java	125	CWE81_XSS_Error_Message__Servlet_File_22a.java	72
