/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-1-cpg-resolved.bin	tc1_flow1	CWE36_Absolute_Path_Traversal__Environment_01.java	34	CWE36_Absolute_Path_Traversal__Environment_01.java	37
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-1-cpg-resolved.bin	tc1_flow2	CWE36_Absolute_Path_Traversal__Environment_01.java	111	CWE36_Absolute_Path_Traversal__Environment_01.java	114
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-2-cpg-resolved.bin	tc2_flow1	CWE36_Absolute_Path_Traversal__Environment_02.java	35	CWE36_Absolute_Path_Traversal__Environment_02.java	45
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-2-cpg-resolved.bin	tc2_flow2	CWE36_Absolute_Path_Traversal__Environment_02.java	122	CWE36_Absolute_Path_Traversal__Environment_02.java	127
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-2-cpg-resolved.bin	tc2_flow3	CWE36_Absolute_Path_Traversal__Environment_02.java	197	CWE36_Absolute_Path_Traversal__Environment_02.java	207
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-3-cpg-resolved.bin	tc3_flow1	CWE36_Absolute_Path_Traversal__Environment_03.java	35	CWE36_Absolute_Path_Traversal__Environment_03.java	45
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-3-cpg-resolved.bin	tc3_flow2	CWE36_Absolute_Path_Traversal__Environment_03.java	122	CWE36_Absolute_Path_Traversal__Environment_03.java	127
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-3-cpg-resolved.bin	tc3_flow3	CWE36_Absolute_Path_Traversal__Environment_03.java	197	CWE36_Absolute_Path_Traversal__Environment_03.java	207
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-4-cpg-resolved.bin	tc4_flow1	CWE36_Absolute_Path_Traversal__Environment_04.java	42	CWE36_Absolute_Path_Traversal__Environment_04.java	52
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-4-cpg-resolved.bin	tc4_flow2	CWE36_Absolute_Path_Traversal__Environment_04.java	129	CWE36_Absolute_Path_Traversal__Environment_04.java	134
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-4-cpg-resolved.bin	tc4_flow3	CWE36_Absolute_Path_Traversal__Environment_04.java	204	CWE36_Absolute_Path_Traversal__Environment_04.java	214
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-5-cpg-resolved.bin	tc5_flow1	CWE36_Absolute_Path_Traversal__Environment_05.java	42	CWE36_Absolute_Path_Traversal__Environment_05.java	52
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-5-cpg-resolved.bin	tc5_flow2	CWE36_Absolute_Path_Traversal__Environment_05.java	129	CWE36_Absolute_Path_Traversal__Environment_05.java	134
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-5-cpg-resolved.bin	tc5_flow3	CWE36_Absolute_Path_Traversal__Environment_05.java	204	CWE36_Absolute_Path_Traversal__Environment_05.java	214
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-6-cpg-resolved.bin	tc6_flow1	CWE36_Absolute_Path_Traversal__Environment_06.java	41	CWE36_Absolute_Path_Traversal__Environment_06.java	51
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-6-cpg-resolved.bin	tc6_flow2	CWE36_Absolute_Path_Traversal__Environment_06.java	128	CWE36_Absolute_Path_Traversal__Environment_06.java	133
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-6-cpg-resolved.bin	tc6_flow3	CWE36_Absolute_Path_Traversal__Environment_06.java	203	CWE36_Absolute_Path_Traversal__Environment_06.java	213
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-7-cpg-resolved.bin	tc7_flow1	CWE36_Absolute_Path_Traversal__Environment_07.java	41	CWE36_Absolute_Path_Traversal__Environment_07.java	51
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-7-cpg-resolved.bin	tc7_flow2	CWE36_Absolute_Path_Traversal__Environment_07.java	128	CWE36_Absolute_Path_Traversal__Environment_07.java	133
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-7-cpg-resolved.bin	tc7_flow3	CWE36_Absolute_Path_Traversal__Environment_07.java	203	CWE36_Absolute_Path_Traversal__Environment_07.java	213
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-8-cpg-resolved.bin	tc8_flow1	CWE36_Absolute_Path_Traversal__Environment_08.java	49	CWE36_Absolute_Path_Traversal__Environment_08.java	59
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-8-cpg-resolved.bin	tc8_flow2	CWE36_Absolute_Path_Traversal__Environment_08.java	136	CWE36_Absolute_Path_Traversal__Environment_08.java	141
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-8-cpg-resolved.bin	tc8_flow3	CWE36_Absolute_Path_Traversal__Environment_08.java	211	CWE36_Absolute_Path_Traversal__Environment_08.java	221
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-9-cpg-resolved.bin	tc9_flow1	CWE36_Absolute_Path_Traversal__Environment_09.java	35	CWE36_Absolute_Path_Traversal__Environment_09.java	45
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-9-cpg-resolved.bin	tc9_flow2	CWE36_Absolute_Path_Traversal__Environment_09.java	122	CWE36_Absolute_Path_Traversal__Environment_09.java	127
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-9-cpg-resolved.bin	tc9_flow3	CWE36_Absolute_Path_Traversal__Environment_09.java	197	CWE36_Absolute_Path_Traversal__Environment_09.java	207
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-10-cpg-resolved.bin	tc10_flow1	CWE36_Absolute_Path_Traversal__Environment_10.java	35	CWE36_Absolute_Path_Traversal__Environment_10.java	45
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-10-cpg-resolved.bin	tc10_flow2	CWE36_Absolute_Path_Traversal__Environment_10.java	122	CWE36_Absolute_Path_Traversal__Environment_10.java	127
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-10-cpg-resolved.bin	tc10_flow3	CWE36_Absolute_Path_Traversal__Environment_10.java	197	CWE36_Absolute_Path_Traversal__Environment_10.java	207
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-11-cpg-resolved.bin	tc11_flow1	CWE36_Absolute_Path_Traversal__Environment_11.java	35	CWE36_Absolute_Path_Traversal__Environment_11.java	45
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-11-cpg-resolved.bin	tc11_flow2	CWE36_Absolute_Path_Traversal__Environment_11.java	122	CWE36_Absolute_Path_Traversal__Environment_11.java	127
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-11-cpg-resolved.bin	tc11_flow3	CWE36_Absolute_Path_Traversal__Environment_11.java	197	CWE36_Absolute_Path_Traversal__Environment_11.java	207
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-12-cpg-resolved.bin	tc12_flow1	CWE36_Absolute_Path_Traversal__Environment_12.java	35	CWE36_Absolute_Path_Traversal__Environment_12.java	46
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-12-cpg-resolved.bin	tc12_flow2	CWE36_Absolute_Path_Traversal__Environment_12.java	117	CWE36_Absolute_Path_Traversal__Environment_12.java	128
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-13-cpg-resolved.bin	tc13_flow1	CWE36_Absolute_Path_Traversal__Environment_13.java	35	CWE36_Absolute_Path_Traversal__Environment_13.java	45
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe36_cpg/cwe36-13-cpg-resolved.bin	tc13_flow2	CWE36_Absolute_Path_Traversal__Environment_13.java	122	CWE36_Absolute_Path_Traversal__Environment_13.java	127
