/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-1-cpg-resolved.bin	tc1_flow2	CWE83_XSS_Attribute__Servlet_File_01.java	120	CWE83_XSS_Attribute__Servlet_File_01.java	125
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-2-cpg-resolved.bin	tc2_flow2	CWE83_XSS_Attribute__Servlet_File_02.java	129	CWE83_XSS_Attribute__Servlet_File_02.java	136
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-2-cpg-resolved.bin	tc2_flow3	CWE83_XSS_Attribute__Servlet_File_02.java	148	CWE83_XSS_Attribute__Servlet_File_02.java	160
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-3-cpg-resolved.bin	tc3_flow2	CWE83_XSS_Attribute__Servlet_File_03.java	129	CWE83_XSS_Attribute__Servlet_File_03.java	136
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-3-cpg-resolved.bin	tc3_flow3	CWE83_XSS_Attribute__Servlet_File_03.java	148	CWE83_XSS_Attribute__Servlet_File_03.java	160
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-4-cpg-resolved.bin	tc4_flow2	CWE83_XSS_Attribute__Servlet_File_04.java	136	CWE83_XSS_Attribute__Servlet_File_04.java	143
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-4-cpg-resolved.bin	tc4_flow3	CWE83_XSS_Attribute__Servlet_File_04.java	155	CWE83_XSS_Attribute__Servlet_File_04.java	167
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-5-cpg-resolved.bin	tc5_flow2	CWE83_XSS_Attribute__Servlet_File_05.java	136	CWE83_XSS_Attribute__Servlet_File_05.java	143
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-5-cpg-resolved.bin	tc5_flow3	CWE83_XSS_Attribute__Servlet_File_05.java	155	CWE83_XSS_Attribute__Servlet_File_05.java	167
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-6-cpg-resolved.bin	tc6_flow2	CWE83_XSS_Attribute__Servlet_File_06.java	135	CWE83_XSS_Attribute__Servlet_File_06.java	142
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-6-cpg-resolved.bin	tc6_flow3	CWE83_XSS_Attribute__Servlet_File_06.java	154	CWE83_XSS_Attribute__Servlet_File_06.java	166
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-7-cpg-resolved.bin	tc7_flow2	CWE83_XSS_Attribute__Servlet_File_07.java	135	CWE83_XSS_Attribute__Servlet_File_07.java	142
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-7-cpg-resolved.bin	tc7_flow3	CWE83_XSS_Attribute__Servlet_File_07.java	154	CWE83_XSS_Attribute__Servlet_File_07.java	166
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-8-cpg-resolved.bin	tc8_flow2	CWE83_XSS_Attribute__Servlet_File_08.java	143	CWE83_XSS_Attribute__Servlet_File_08.java	150
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-8-cpg-resolved.bin	tc8_flow3	CWE83_XSS_Attribute__Servlet_File_08.java	162	CWE83_XSS_Attribute__Servlet_File_08.java	174
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-9-cpg-resolved.bin	tc9_flow2	CWE83_XSS_Attribute__Servlet_File_09.java	129	CWE83_XSS_Attribute__Servlet_File_09.java	136
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-9-cpg-resolved.bin	tc9_flow3	CWE83_XSS_Attribute__Servlet_File_09.java	148	CWE83_XSS_Attribute__Servlet_File_09.java	160
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-10-cpg-resolved.bin	tc10_flow2	CWE83_XSS_Attribute__Servlet_File_10.java	129	CWE83_XSS_Attribute__Servlet_File_10.java	136
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe83_cpg/cwe83-10-cpg-resolved.bin	tc10_flow3	CWE83_XSS_Attribute__Servlet_File_10.java	148	CWE83_XSS_Attribute__Servlet_File_10.java	160
