/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-1-cpg-resolved.bin	tc1_flow2	CWE601_Open_Redirect__Servlet_File_01.java	137	CWE601_Open_Redirect__Servlet_File_01.java	155
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-2-cpg-resolved.bin	tc2_flow2	CWE601_Open_Redirect__Servlet_File_02.java	146	CWE601_Open_Redirect__Servlet_File_02.java	166
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-2-cpg-resolved.bin	tc2_flow3	CWE601_Open_Redirect__Servlet_File_02.java	179	CWE601_Open_Redirect__Servlet_File_02.java	204
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-3-cpg-resolved.bin	tc3_flow2	CWE601_Open_Redirect__Servlet_File_03.java	146	CWE601_Open_Redirect__Servlet_File_03.java	166
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-3-cpg-resolved.bin	tc3_flow3	CWE601_Open_Redirect__Servlet_File_03.java	179	CWE601_Open_Redirect__Servlet_File_03.java	204
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-4-cpg-resolved.bin	tc4_flow2	CWE601_Open_Redirect__Servlet_File_04.java	153	CWE601_Open_Redirect__Servlet_File_04.java	173
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-4-cpg-resolved.bin	tc4_flow3	CWE601_Open_Redirect__Servlet_File_04.java	186	CWE601_Open_Redirect__Servlet_File_04.java	211
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-5-cpg-resolved.bin	tc5_flow2	CWE601_Open_Redirect__Servlet_File_05.java	153	CWE601_Open_Redirect__Servlet_File_05.java	173
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-5-cpg-resolved.bin	tc5_flow3	CWE601_Open_Redirect__Servlet_File_05.java	186	CWE601_Open_Redirect__Servlet_File_05.java	211
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-6-cpg-resolved.bin	tc6_flow2	CWE601_Open_Redirect__Servlet_File_06.java	152	CWE601_Open_Redirect__Servlet_File_06.java	172
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-6-cpg-resolved.bin	tc6_flow3	CWE601_Open_Redirect__Servlet_File_06.java	185	CWE601_Open_Redirect__Servlet_File_06.java	210
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-7-cpg-resolved.bin	tc7_flow2	CWE601_Open_Redirect__Servlet_File_07.java	152	CWE601_Open_Redirect__Servlet_File_07.java	172
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-7-cpg-resolved.bin	tc7_flow3	CWE601_Open_Redirect__Servlet_File_07.java	185	CWE601_Open_Redirect__Servlet_File_07.java	210
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-8-cpg-resolved.bin	tc8_flow2	CWE601_Open_Redirect__Servlet_File_08.java	160	CWE601_Open_Redirect__Servlet_File_08.java	180
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-8-cpg-resolved.bin	tc8_flow3	CWE601_Open_Redirect__Servlet_File_08.java	193	CWE601_Open_Redirect__Servlet_File_08.java	218
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-9-cpg-resolved.bin	tc9_flow2	CWE601_Open_Redirect__Servlet_File_09.java	146	CWE601_Open_Redirect__Servlet_File_09.java	166
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-9-cpg-resolved.bin	tc9_flow3	CWE601_Open_Redirect__Servlet_File_09.java	179	CWE601_Open_Redirect__Servlet_File_09.java	204
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-10-cpg-resolved.bin	tc10_flow2	CWE601_Open_Redirect__Servlet_File_10.java	146	CWE601_Open_Redirect__Servlet_File_10.java	166
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-10-cpg-resolved.bin	tc10_flow3	CWE601_Open_Redirect__Servlet_File_10.java	179	CWE601_Open_Redirect__Servlet_File_10.java	204
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-11-cpg-resolved.bin	tc11_flow2	CWE601_Open_Redirect__Servlet_File_11.java	146	CWE601_Open_Redirect__Servlet_File_11.java	166
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-11-cpg-resolved.bin	tc11_flow3	CWE601_Open_Redirect__Servlet_File_11.java	179	CWE601_Open_Redirect__Servlet_File_11.java	204
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-12-cpg-resolved.bin	tc12_flow2	CWE601_Open_Redirect__Servlet_File_12.java	141	CWE601_Open_Redirect__Servlet_File_12.java	167
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-13-cpg-resolved.bin	tc13_flow2	CWE601_Open_Redirect__Servlet_File_13.java	146	CWE601_Open_Redirect__Servlet_File_13.java	166
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-13-cpg-resolved.bin	tc13_flow3	CWE601_Open_Redirect__Servlet_File_13.java	179	CWE601_Open_Redirect__Servlet_File_13.java	204
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-14-cpg-resolved.bin	tc14_flow2	CWE601_Open_Redirect__Servlet_File_14.java	146	CWE601_Open_Redirect__Servlet_File_14.java	166
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-14-cpg-resolved.bin	tc14_flow3	CWE601_Open_Redirect__Servlet_File_14.java	179	CWE601_Open_Redirect__Servlet_File_14.java	204
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-15-cpg-resolved.bin	tc15_flow2	CWE601_Open_Redirect__Servlet_File_15.java	148	CWE601_Open_Redirect__Servlet_File_15.java	168
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-15-cpg-resolved.bin	tc15_flow3	CWE601_Open_Redirect__Servlet_File_15.java	183	CWE601_Open_Redirect__Servlet_File_15.java	208
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-16-cpg-resolved.bin	tc16_flow2	CWE601_Open_Redirect__Servlet_File_16.java	136	CWE601_Open_Redirect__Servlet_File_16.java	156
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-17-cpg-resolved.bin	tc17_flow2	CWE601_Open_Redirect__Servlet_File_17.java	135	CWE601_Open_Redirect__Servlet_File_17.java	155
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-18-cpg-resolved.bin	tc18_flow2	CWE601_Open_Redirect__Servlet_File_21.java	200	CWE601_Open_Redirect__Servlet_File_21.java	180
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-18-cpg-resolved.bin	tc18_flow3	CWE601_Open_Redirect__Servlet_File_21.java	244	CWE601_Open_Redirect__Servlet_File_21.java	231
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-19-cpg-resolved.bin	tc19_flow2	CWE601_Open_Redirect__Servlet_File_22b.java	125	CWE601_Open_Redirect__Servlet_File_22a.java	96
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-19-cpg-resolved.bin	tc19_flow3	CWE601_Open_Redirect__Servlet_File_22b.java	140	CWE601_Open_Redirect__Servlet_File_22a.java	126
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-20-cpg-resolved.bin	tc20_flow2	CWE601_Open_Redirect__Servlet_File_31.java	148	CWE601_Open_Redirect__Servlet_File_31.java	171
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-21-cpg-resolved.bin	tc21_flow2	CWE601_Open_Redirect__Servlet_File_41.java	167	CWE601_Open_Redirect__Servlet_File_41.java	155
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-22-cpg-resolved.bin	tc22_flow2	CWE601_Open_Redirect__Servlet_File_42.java	138	CWE601_Open_Redirect__Servlet_File_42.java	164
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-23-cpg-resolved.bin	tc23_flow2	CWE601_Open_Redirect__Servlet_File_45.java	175	CWE601_Open_Redirect__Servlet_File_45.java	163
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe601_cpg/cwe601-24-cpg-resolved.bin	tc24_flow2	CWE601_Open_Redirect__Servlet_File_51a.java	114	CWE601_Open_Redirect__Servlet_File_51b.java	72
