/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-1-cpg-resolved.bin	tc1_flow2	CWE80_XSS__CWE182_Servlet_File_01.java	119	CWE80_XSS__CWE182_Servlet_File_01.java	124
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-2-cpg-resolved.bin	tc2_flow2	CWE80_XSS__CWE182_Servlet_File_02.java	128	CWE80_XSS__CWE182_Servlet_File_02.java	135
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-2-cpg-resolved.bin	tc2_flow3	CWE80_XSS__CWE182_Servlet_File_02.java	147	CWE80_XSS__CWE182_Servlet_File_02.java	159
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-3-cpg-resolved.bin	tc3_flow2	CWE80_XSS__CWE182_Servlet_File_03.java	128	CWE80_XSS__CWE182_Servlet_File_03.java	135
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-3-cpg-resolved.bin	tc3_flow3	CWE80_XSS__CWE182_Servlet_File_03.java	147	CWE80_XSS__CWE182_Servlet_File_03.java	159
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-4-cpg-resolved.bin	tc4_flow2	CWE80_XSS__CWE182_Servlet_File_04.java	135	CWE80_XSS__CWE182_Servlet_File_04.java	142
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-4-cpg-resolved.bin	tc4_flow3	CWE80_XSS__CWE182_Servlet_File_04.java	154	CWE80_XSS__CWE182_Servlet_File_04.java	166
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-5-cpg-resolved.bin	tc5_flow2	CWE80_XSS__CWE182_Servlet_File_05.java	135	CWE80_XSS__CWE182_Servlet_File_05.java	142
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-5-cpg-resolved.bin	tc5_flow3	CWE80_XSS__CWE182_Servlet_File_05.java	154	CWE80_XSS__CWE182_Servlet_File_05.java	166
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-6-cpg-resolved.bin	tc6_flow2	CWE80_XSS__CWE182_Servlet_File_06.java	134	CWE80_XSS__CWE182_Servlet_File_06.java	141
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-6-cpg-resolved.bin	tc6_flow3	CWE80_XSS__CWE182_Servlet_File_06.java	153	CWE80_XSS__CWE182_Servlet_File_06.java	165
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-7-cpg-resolved.bin	tc7_flow2	CWE80_XSS__CWE182_Servlet_File_07.java	134	CWE80_XSS__CWE182_Servlet_File_07.java	141
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-7-cpg-resolved.bin	tc7_flow3	CWE80_XSS__CWE182_Servlet_File_07.java	153	CWE80_XSS__CWE182_Servlet_File_07.java	165
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-8-cpg-resolved.bin	tc8_flow2	CWE80_XSS__CWE182_Servlet_File_08.java	142	CWE80_XSS__CWE182_Servlet_File_08.java	149
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-8-cpg-resolved.bin	tc8_flow3	CWE80_XSS__CWE182_Servlet_File_08.java	161	CWE80_XSS__CWE182_Servlet_File_08.java	173
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-9-cpg-resolved.bin	tc9_flow2	CWE80_XSS__CWE182_Servlet_File_09.java	128	CWE80_XSS__CWE182_Servlet_File_09.java	135
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-9-cpg-resolved.bin	tc9_flow3	CWE80_XSS__CWE182_Servlet_File_09.java	147	CWE80_XSS__CWE182_Servlet_File_09.java	159
/home/swlab/Documents/swvul/java-vuln-detection/slicing/output/CPG/cwe80_cpg/cwe80-10-cpg-resolved.bin	tc10_flow2	CWE80_XSS__CWE182_Servlet_File_10.java	128	CWE80_XSS__CWE182_Servlet_File_10.java	135
