/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-1-cpg-resolved.bin	tc1_flow2	CWE563_Unused_Variable__unused_init_variable_String_01.java	50	CWE563_Unused_Variable__unused_init_variable_String_01.java	54
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-2-cpg-resolved.bin	tc2_flow2	CWE563_Unused_Variable__unused_init_variable_String_02.java	46	CWE563_Unused_Variable__unused_init_variable_String_02.java	58
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-2-cpg-resolved.bin	tc2_flow3	CWE563_Unused_Variable__unused_init_variable_String_02.java	70	CWE563_Unused_Variable__unused_init_variable_String_02.java	75
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-3-cpg-resolved.bin	tc3_flow2	CWE563_Unused_Variable__unused_init_variable_String_03.java	46	CWE563_Unused_Variable__unused_init_variable_String_03.java	58
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-3-cpg-resolved.bin	tc3_flow3	CWE563_Unused_Variable__unused_init_variable_String_03.java	70	CWE563_Unused_Variable__unused_init_variable_String_03.java	75
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-4-cpg-resolved.bin	tc4_flow2	CWE563_Unused_Variable__unused_init_variable_String_04.java	53	CWE563_Unused_Variable__unused_init_variable_String_04.java	65
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-4-cpg-resolved.bin	tc4_flow3	CWE563_Unused_Variable__unused_init_variable_String_04.java	77	CWE563_Unused_Variable__unused_init_variable_String_04.java	82
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-5-cpg-resolved.bin	tc5_flow2	CWE563_Unused_Variable__unused_init_variable_String_05.java	53	CWE563_Unused_Variable__unused_init_variable_String_05.java	65
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-5-cpg-resolved.bin	tc5_flow3	CWE563_Unused_Variable__unused_init_variable_String_05.java	77	CWE563_Unused_Variable__unused_init_variable_String_05.java	82
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-6-cpg-resolved.bin	tc6_flow2	CWE563_Unused_Variable__unused_init_variable_String_06.java	52	CWE563_Unused_Variable__unused_init_variable_String_06.java	64
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-6-cpg-resolved.bin	tc6_flow3	CWE563_Unused_Variable__unused_init_variable_String_06.java	76	CWE563_Unused_Variable__unused_init_variable_String_06.java	81
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-7-cpg-resolved.bin	tc7_flow2	CWE563_Unused_Variable__unused_init_variable_String_07.java	52	CWE563_Unused_Variable__unused_init_variable_String_07.java	64
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-7-cpg-resolved.bin	tc7_flow3	CWE563_Unused_Variable__unused_init_variable_String_07.java	76	CWE563_Unused_Variable__unused_init_variable_String_07.java	81
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-8-cpg-resolved.bin	tc8_flow2	CWE563_Unused_Variable__unused_init_variable_String_08.java	60	CWE563_Unused_Variable__unused_init_variable_String_08.java	72
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-8-cpg-resolved.bin	tc8_flow3	CWE563_Unused_Variable__unused_init_variable_String_08.java	84	CWE563_Unused_Variable__unused_init_variable_String_08.java	89
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-9-cpg-resolved.bin	tc9_flow2	CWE563_Unused_Variable__unused_init_variable_String_09.java	46	CWE563_Unused_Variable__unused_init_variable_String_09.java	58
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-9-cpg-resolved.bin	tc9_flow3	CWE563_Unused_Variable__unused_init_variable_String_09.java	70	CWE563_Unused_Variable__unused_init_variable_String_09.java	75
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-10-cpg-resolved.bin	tc10_flow2	CWE563_Unused_Variable__unused_init_variable_String_10.java	46	CWE563_Unused_Variable__unused_init_variable_String_10.java	58
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-10-cpg-resolved.bin	tc10_flow3	CWE563_Unused_Variable__unused_init_variable_String_10.java	70	CWE563_Unused_Variable__unused_init_variable_String_10.java	75
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-11-cpg-resolved.bin	tc11_flow2	CWE563_Unused_Variable__unused_init_variable_String_11.java	46	CWE563_Unused_Variable__unused_init_variable_String_11.java	58
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-11-cpg-resolved.bin	tc11_flow3	CWE563_Unused_Variable__unused_init_variable_String_11.java	70	CWE563_Unused_Variable__unused_init_variable_String_11.java	75
/home/hyeonji/java-vuln-detection/slicing/output/CPG/cwe563_cpg/cwe563-12-cpg-resolved.bin	tc12_flow2	CWE563_Unused_Variable__unused_init_variable_String_12.java	55	CWE563_Unused_Variable__unused_init_variable_String_12.java	67
